id,comment,chars,relevance,risk_behaviors,primary_risk,risk_verbatim,relation,cancer_type,health_seeking,outcome,note,conf_overall,flags
c0380,[ชื่อ] ทุกข้อ,13,risk_opinion,none_mentioned,none_mentioned,,unclear,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นแท็กผู้อื่นและระบุสั้นๆ ว่า 'ทุกข้อ' โดยไม่ได้ระบุพฤติกรรมเสี่ยงหรือเคสอย่างชัดเจน,0.45,ambiguous|needs_human_review
c0381,เครียดเรื่องงานโดยเฉพาะสังคมที่ทำงาน เก็บเอาคิดทุกเม็ด เจอ 3 ก้อนตอนนี้รักษาอาการสงบแล้ว แต่ก็ไม่อยากประมาทครับ เป็นกำลังใจให้ทุกคนนะครับ บางเรื่องก็ต้องปล่อยวางไป,163,personal_story,stress,stress,เครียดเรื่องงานโดยเฉพาะสังคมที่ทำงาน | เก็บเอาคิดทุกเม็ด,self,unspecified,none_mentioned,remission,ผู้แสดงความคิดเห็นเล่าประสบการณ์ตนเองที่เครียดเรื่องงานและสังคมที่ทำงานจนตรวจพบก้อนเนื้อ 3 ก้อน ปัจจุบันรักษาจนอาการสงบแล้ว,0.88,
c0382,เครียด นอนน้อยกว่า 6 ช.ม. ดื่มน้ำน้อย กินอาหารแปรรูป กินอาหารรสจัด กินน้ำตาล (น้ำหวาน ขนมหวาน) กินของทอด กินของปิ้งย่าง ดื่มแอลกอฮอล สูบบุหรี่,142,risk_opinion,stress|poor_sleep|other_risk|processed_meat|strong_flavour|sugary_drinks|fried_fatty|grilled_charred|alcohol|smoking,stress,เครียด | นอนน้อยกว่า 6 ช.ม. | ดื่มน้ำน้อย | กินอาหารแปรรูป | กินอาหารรสจัด | กินน้ำตาล (น้ำหวาน ขนมหวาน) | กินของทอด | กินของปิ้งย่าง | ดื่มแอลกอฮอล | สูบบุหรี่,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยงต่อการเกิดมะเร็ง ได้แก่ ความเครียด นอนน้อย ดื่มน้ำน้อย รับประทานอาหารแปรรูป รสจัด น้ำตาล ของทอด ของปิ้งย่าง ดื่มแอลกอฮอล์ และสูบบุหรี่,0.95,
c0383,"ใช้ชีวิตมาอย่างดี มาตายตอนวัคซีนโควิด
(วัคซีนสัตว์นรก) ประหนึ่งไฟไหม้ลำไส้ ไฟไหม้ร่างกาย นรกนั่นแน่ะ อย่างอื่นมันเป็นปัจจัยสะสม แต่วัซีนนรกคือปัจจัยหลัก ทุกข์ทรมานดั่งตกนรก",172,personal_story,other_risk,other_risk,วัคซีนโควิด | วัคซีนสัตว์นรก | วัซีนนรก,self,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าตนเองใช้ชีวิตมาอย่างดี แต่เชื่อว่าวัคซีนโควิดเป็นปัจจัยหลักที่ทำให้เจ็บป่วยและทุกข์ทรมานอย่างหนัก,0.8,medical_misinformation
c0384,,386,personal_story,none_mentioned,none_mentioned,,family,thyroid,sought_care_prompt|second_opinion,died,คุณแม่ของผู้แสดงความเห็นตรวจพบมะเร็งไทรอยด์ชนิด Anaplastic และเสียชีวิตภายใน 3 เดือน โดยระบุว่าไม่ทราบสาเหตุแน่ชัด,0.95,
c0385,เครียด ช่วงนั้นทำโปรเจคจบ หลักๆชอบทานอาหารรสจัด อาหารแปรรูป จำพวกเวฟร้อนๆ และของหวาน จำพวกเยลลี่ เป็นคนชอบออกกำลังกายนะ กินครบ 3มื้อ เข้านอนเร็ว เป็นมะเร็งถุงน้ำรังไข่,167,personal_story,stress|strong_flavour|processed_meat|reheated_leftover|sugary_drinks,stress,เครียด | อาหารรสจัด | อาหารแปรรูป | จำพวกเวฟร้อนๆ | ของหวาน จำพวกเยลลี่,self,ovary,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าว่าตนเองเป็นมะเร็งถุงน้ำรังไข่ โดยระบุพฤติกรรมเสี่ยงว่ามีความเครียดจากการทำโปรเจกต์จบ ชอบทานอาหารรสจัด อาหารแปรรูปอุ่นเวฟ และของหวาน,0.92,
c0386,"ใช้ชีวิตปกติครับ
แล้วทำไมถึงเป็น ?
ผ่านมา 7 ปี ตอนนี้ ก้ยังไม่รู้เลยครับ",72,personal_story,none_mentioned,none_mentioned,,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าตนเองใช้ชีวิตปกติ และยังไม่ทราบสาเหตุว่าทำไมถึงป่วยมาเป็นเวลา 7 ปีแล้ว,0.85,
c0387,"ืชอบ มาม่ากินเป็นชีวิตจิตใจ ชอบอาหารเวฟ สะดวกไว หมูกระทะชอบที่สุด
แข็งแรงดุจก้อนหิน ไม่เจ็บไม่ป่วย ใช่ชีวิตมีความสุข สุดๆ
ล่าสุดป่วยเป็น ลูคีเมีย All",149,personal_story,processed_meat|reheated_leftover|grilled_charred,processed_meat,ชอบ มาม่ากินเป็นชีวิตจิตใจ | ชอบอาหารเวฟ | หมูกระทะชอบที่สุด,self,leukemia,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าว่าตนเองชอบกินมาม่า อาหารเวฟ และหมูกระทะ ร่างกายแข็งแรงไม่เคยป่วย แต่ล่าสุดป่วยเป็นมะเร็งเม็ดเลือดขาว (ลูคีเมีย ALL),0.92,
c0388,พ่อเราเสียชีวิตจากไวรัสตับอักเสบซีค่ะ แต่ที่เราเห็นพฤติกรรมเค้าคือชอบสูบบุหรี่ ไม่รู้ว่าเกี่ยวข้องไหม,101,personal_story,infection|smoking,infection,ไวรัสตับอักเสบซี | ชอบสูบบุหรี่,family,not_stated,none_mentioned,died,พ่อของผู้แสดงความเห็นเสียชีวิตจากไวรัสตับอักเสบซี และระบุว่ามีพฤติกรรมชอบสูบบุหรี่โดยสงสัยว่ามีความเกี่ยวข้องกันหรือไม่,0.85,
c0389,,268,personal_story,genetic_family|processed_meat|poor_sleep|overwork|unhealthy_diet_general,genetic_family,กรรมพันธ์ุครับ เป็นหลัก (ยายเป็น) | กิน เนื้อ เช้า กลางวัน เย็น | ลูกชิ้น | กินจำเจช่วงเรียนมหาลัย | นอนน้อย | ใช้ร่างกายเกิน,self,lymphoma,herbal_traditional|supplement_alternative,remission,ผู้แสดงความคิดเห็นเล่าว่าตนเองเคยเป็นมะเร็งต่อมน้ำเหลือง โดยมองว่าเกิดจากกรรมพันธุ์ การกินเนื้อวัวซ้ำๆ ลูกชิ้น นอนน้อย และใช้ร่างกายหนัก รักษาทางเลือกด้วยยาต้มจนหายมา 6 ปีแล้ว,0.95,
c0390,เราป่วยกล้ามเนื้ออ่อนแรงmgั้งแต่อายุ17 ต้องกินยา สเตียรอยด์ตลอด กดภูมิ มะเร็งเลยฉวยโอกาส และอย่าอื่นตามมาค่ะ,108,personal_story,hormones_meds|chronic_condition,hormones_meds,ป่วยกล้ามเนื้ออ่อนแรงmg | ต้องกินยา สเตียรอยด์ตลอด กดภูมิ,self,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าว่าตนเองป่วยเป็นโรคกล้ามเนื้ออ่อนแรง (MG) ตั้งแต่อายุ 17 ปี และต้องรับประทานยาสเตียรอยด์กดภูมิต้านทานมาโดยตลอดจนทำให้เกิดมะเร็ง,0.9,
c0391,คนในครอบครัวใช้สีทาผนัง วาดภาพ ใช้ยาฆ่าแมลง ทำให้ปนเปื้อนสะสมหลายปี ทราบทีหลังว่าเป็นมะเร็งต่อมน้ำเหลืองครับ,108,personal_story,chemicals,chemicals,ใช้สีทาผนัง วาดภาพ ใช้ยาฆ่าแมลง ทำให้ปนเปื้อนสะสมหลายปี,family,lymphoma,none_mentioned,not_stated,คนในครอบครัวสัมผัสสารเคมีจากสีทาผนัง สีวาดภาพ และยาฆ่าแมลงสะสมหลายปี ต่อมาตรวจพบว่าเป็นมะเร็งต่อมน้ำเหลือง,0.95,
c0394,,243,personal_story,smoke_fumes_home,smoke_fumes_home,จุดธูปเทียนไหว้พระ,self,colorectal,sought_care_prompt,progressed,ผู้โพสต์เล่าว่าดูแลสุขภาพ ไม่ดื่ม ไม่สูบ แต่จุดธูปเทียนไหว้พระมานานกว่า 10 ปี จนเริ่มมีอาการไอและตรวจพบมะเร็งลำไส้ที่แพร่กระจายลามไปทั่วร่างกาย,0.92,
c0395,,223,personal_story,alcohol|poor_sleep|overwork|stress,alcohol,ดื่มเหล้าหนักทุกวัน | นอนวันละ 2-3 ชม. | ทำงานร้านเหล้า | เครียด | พักผ่อนน้อย | นอนไม่หลับต้องดื่มทุกวัน,self,unspecified,screening_checkup,remission,ผู้แสดงความคิดเห็นเล่าประสบการณ์ตนเองที่ดื่มเหล้าหนัก นอนน้อย ทำงานร้านเหล้า และมีความเครียดสะสมจนตรวจพบมะเร็งระยะสุดท้าย ปัจจุบันโรคสงบแล้วแต่สุขภาพไม่เหมือนเดิม,0.92,
c0397,,248,personal_story,smoke_fumes_home|chemicals|alcohol,smoke_fumes_home,ดมกลิ่นธูป | ดมสารเคมี | ซื้อเหล้าขาว,friend,unspecified,none_mentioned,died,ผู้แสดงความเห็นแชร์เรื่องราวของบุคคลอื่น เช่น พระที่ดมกลิ่นธูป ช่างซ่อมรถที่ดมสารเคมี และลูกค้าที่ซื้อเหล้าขาวดื่มจนเสียชีวิตด้วยโรคมะเร็ง,0.88,
c0398,บางที เกิด จาก Genetic ป่ะ ครับ กินดี แค่ไหน ูแลตัวเองดีเท่าไร ก็ อาจเป็นได้นะครับ ทางที่ดี ควร ตรวจสุขภาพเรื่อยๆดีกว่าคับ,122,risk_opinion,genetic_family,genetic_family,Genetic,general,not_stated,advice_to_others,not_stated,ผู้แสดงความเห็นมองว่ามะเร็งอาจเกิดจากพันธุกรรม แม้ดูแลตัวเองดีก็อาจเป็นได้ จึงแนะนำให้ตรวจสุขภาพอย่างสม่ำเสมอ,0.85,
c0400,กูกับมึงเข้าข่ายมาก มาม่าผัดสด ไส้กรอก,38,risk_opinion,processed_meat,processed_meat,มาม่าผัดสด | ไส้กรอก,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นพูดคุยกับเพื่อนว่าพฤติกรรมการกินของตนเองเข้าข่ายเสี่ยง โดยระบุถึงการกินมาม่าและไส้กรอก,0.85,
c0401,อาหารน่ากลัว No1,16,risk_opinion,unhealthy_diet_general,unhealthy_diet_general,อาหารน่ากลัว No1,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าอาหารเป็นปัจจัยเสี่ยงอันดับหนึ่ง,0.85,
c0402,,242,personal_story,none_mentioned,none_mentioned,,self,bone_sarcoma,surgery,remission,ผู้เขียนเล่าประสบการณ์วัยเด็กที่ขาหักแล้วตรวจพบมะเร็งกระดูก รักษา 3 ปีจนต้องตัดขา ปัจจุบันใส่ขาเทียมใช้ชีวิตตามปกติมากว่า 10 ปี,0.95,
c0404,,289,risk_opinion,stress|poor_sleep|overwork|other_risk|processed_meat,stress,เครียด | นอนดึก | พักผ่อนน้อย | นอนไม่เป็นเวลา | ออกกำลังกายหักโหมมากจนเกินไป | รับประทานอาหารแปรรูป,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยงจากข้อสังเกต ได้แก่ ความเครียด การนอนดึกพักผ่อนน้อย นอนไม่เป็นเวลา การออกกำลังกายหักโหมเกินไป และการรับประทานอาหารแปรรูป,0.92,
c0406,,324,personal_story,stress|overwork|poor_sleep|processed_meat|grilled_charred|sugary_drinks,stress,ทำงานเครียดๆ | เร่งๆ ทุกวัน | โต้รุ่ง | มาม่าและ 7/11 | นอนน้อยกว่า 5 ชม. | ข้าวเหนียวหมูปิ้ง | ชาเย็น กาแฟเย็น,self,unspecified,diet_lifestyle,not_stated,ผู้เขียนเล่าประสบการณ์ตนเองหลังตรวจพบมะเร็ง โดยระบุพฤติกรรมเดิมว่าทำงานเครียด โต้รุ่ง นอนน้อย รับประทานบะหมี่กึ่งสำเร็จรูป หมูปิ้ง และชาเย็นกาแฟเย็นเป็นประจำ ก่อนปรับเปลี่ยนการนอนและอาหาร,0.92,
c0408,ที่บ่นเรื่องการกินมาม่าอะ,25,risk_opinion,processed_meat,processed_meat,การกินมาม่า,general,not_stated,none_mentioned,not_stated,กล่าวถึงการกินบะหมี่กึ่งสำเร็จรูป (มาม่า) ในลักษณะอ้างถึงข้อกังวลหรือการบ่นเกี่ยวกับเรื่องนี้,0.7,ambiguous
c0411,"[ชื่อ] ส่วนใหญ่คือเครียด นอนน้อย อาหารแปรรูป แม่เป็นได้ไงวะ?
มีผักสดด้วยนะ",74,personal_story,stress|poor_sleep|processed_meat|chemicals,stress,เครียด | นอนน้อย | อาหารแปรรูป | ผักสด,family,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุปัจจัยเสี่ยงส่วนใหญ่คือความเครียด นอนน้อย อาหารแปรรูป และผักสด พร้อมทั้งสงสัยว่าแม่ของตนเป็นมะเร็งได้อย่างไร,0.85,
c0413,คนรู้จักกินสเต็กเนื้อสุกๆดิบๆ บ่อยเป็นมะเร็งลำไส้ อีกคนญาติใกล้ชิดชอบสังสรรค์ดื่มเหล้า มะเร็งตับ อีกคนเจ้าของตึกที่เช่ามะเร็งปอด น่าจะเกี่ยวกับอากาศ p.m2.5,155,personal_story,raw_undercooked|alcohol|pollution,raw_undercooked,กินสเต็กเนื้อสุกๆดิบๆ | ดื่มเหล้า | อากาศ p.m2.5,friend,multiple,none_mentioned,not_stated,เล่าเคสคนรู้จักหลายคนที่เป็นมะเร็ง ได้แก่ คนกินเนื้อสุกๆ ดิบๆ เป็นมะเร็งลำไส้ ญาติดื่มเหล้าเป็นมะเร็งตับ และเจ้าของตึกเป็นมะเร็งปอดซึ่งคาดว่าเกี่ยวกับ PM2.5,0.95,
c0414,[ชื่อ] กินน้ำน้อย ระวัง,23,risk_opinion,other_risk,other_risk,กินน้ำน้อย,friend,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นแท็กเตือนเรื่องการดื่มน้ำน้อยว่าอาจเป็นความเสี่ยง,0.82,
c0415,ปรับตัวก่อนจะสาย,16,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นแนะนำเชิงเตือนสติให้ปรับตัวหรือปรับพฤติกรรมก่อนที่จะสายเกินไป โดยไม่ได้ระบุพฤติกรรมเสี่ยงหรือโรคที่ชัดเจน,0.65,too_short_to_judge
c0416,"เครียด นอนดึก ไม่กินผัก เวลาเป็นประจำเดือนจะปวดท้อง
#มะเร็งรังไข่
ค่ะ",69,risk_opinion,stress|poor_sleep|low_veg_fibre,stress,เครียด | นอนดึก | ไม่กินผัก,self,ovary,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยง ได้แก่ ความเครียด การนอนดึก และไม่กินผัก ร่วมกับอาการปวดประจำเดือน โดยติดแฮชแท็กมะเร็งรังไข่,0.85,
c0417,สุภาภรณ์ โคตมุงคุณอาหารแปรรูป,29,risk_opinion,processed_meat,processed_meat,อาหารแปรรูป,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าอาหารแปรรูปเป็นพฤติกรรมเสี่ยงที่ทำให้เกิดมะเร็ง,0.85,
c0418,หมั่นสูดหายใจลึกๆบ้างดื่มน้ำให้เพียงพอ พักผ่อนให้มากๆ ออกไปยืนรับแสงแดดตอนเช้า ให้เหงื่อซึมๆ เดินเท้าเปล่าย่ำดินบ้างก็ดีนะครับชีวิต,131,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นให้คำแนะนำทั่วไปในการดูแลสุขภาพ เช่น สูดหายใจลึก ดื่มน้ำให้เพียงพอ พักผ่อน รับแดดยามเช้า และเดินเท้าเปล่าย่ำดิน,0.95,
c0419,เครียด ทานอาหารสุขภาพ ออกกำลังกาย เครึยด ไม่เคยดื่มแอลกอฮอล์ ทานเนืัอสัตว์น้อยมาก เครียด ทานโปรตีนสร้างกล้ามเนื้อเยอะมาก รับวิตามิยงนดรืป ทุกสัปดาห์ติดต่อกันหลายเดือน,166,risk_opinion,stress|hormones_meds|other_risk,stress,เครียด | เครึยด | เครียด | ทานโปรตีนสร้างกล้ามเนื้อเยอะมาก | รับวิตามิยงนดรืป ทุกสัปดาห์ติดต่อกันหลายเดือน,unclear,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุถึงความเครียดเป็นหลัก พร้อมพฤติกรรมทานโปรตีนสร้างกล้ามเนื้อปริมาณมาก และการดริปวิตามินต่อเนื่อง แม้จะมีพฤติกรรมสุขภาพด้านอื่นที่ดี,0.85,
c0420,ยายผ้อมผมบ่อยมาก จะเกี่ยวไหมคะ,30,risk_opinion,chemicals,chemicals,ผ้อมผมบ่อยมาก,family,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นสอบถามว่าการที่ยายย้อมผมบ่อยมากจะเกี่ยวข้องกับความเสี่ยงมะเร็งหรือไม่,0.85,
c0422,,207,risk_opinion,alcohol|poor_sleep|overwork|smoking|recreational_drugs|stress|unhealthy_diet_general|no_exercise|infection,alcohol,ดื่มแอลฯหนัก | พักผ่อนน้อย | ทำงานหนัก | ดูดบุหรี่ | ดูดกัญชา | เครียด | กินอาหารไม่มีประโยชน์ | ไม่ออกกำลังกาย | ไวรัสตับอักเสบบี,self,liver,diet_lifestyle,not_stated,ผู้แสดงความคิดเห็นเล่าพฤติกรรมเสี่ยงของตนเอง ทั้งดื่มแอลกอฮอล์ พักผ่อนน้อย ทำงานหนัก สูบบุหรี่ เสพกัญชา เครียด ทานอาหารไม่มีประโยชน์ ไม่ออกกำลังกาย และติดเชื้อไวรัสตับอักเสบบี ซึ่งแพทย์เตือนว่าเสี่ยงเป็นมะเร็งตับ ปัจจุบันได้ปรับเปลี่ยนพฤติกรรมแล้ว,0.85,
c0423,ชอบกินมาม่าอ่าน,15,risk_opinion,processed_meat,processed_meat,ชอบกินมาม่า,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าชอบรับประทานบะหมี่กึ่งสำเร็จรูป (มาม่า),0.8,
c0425,"ปรับการกินละ ออกกำลังกายละ‘
เหลือการดื่มเหล้า พยายามเบาลงละ",59,risk_opinion,alcohol,alcohol,ดื่มเหล้า,self,not_stated,diet_lifestyle,not_stated,ผู้แสดงความคิดเห็นระบุว่าตนเองปรับเรื่องอาหารและออกกำลังกายแล้ว เหลือพฤติกรรมการดื่มเหล้าที่กำลังพยายามลดลง,0.85,
c0426,ส่วนใหญ่มาจากความเครียดทั้งนั้นเลย,34,risk_opinion,stress,stress,ความเครียด,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าสาเหตุส่วนใหญ่มาจากความเครียด,0.95,
c0429,"ไม่สูบบุหรี่
นานๆทีไปเที่ยวกลางคืน
แต่อยู่ที่มลพิษเยอะ ไม่ชอบใส่หน้ากากในเมืองกรุง
รู้ตัวอีกที มะเร็งปอดระยะ 4 ละครับ
ค่อยๆรักษาไป",130,personal_story,pollution,pollution,อยู่ที่มลพิษเยอะ ไม่ชอบใส่หน้ากากในเมืองกรุง,self,lung,none_mentioned,in_treatment,ผู้แสดงความคิดเห็นเล่าว่าตนเองไม่ได้สูบบุหรี่ แต่อาศัยอยู่ในพื้นที่มลพิษเยอะและไม่ชอบใส่หน้ากาก จนกระทั่งตรวจพบว่าเป็นมะเร็งปอดระยะที่ 4 และกำลังรักษาตัวอยู่,0.95,
c0430,เครียด กินปลาร้า ของปิ้งย่าฃ อาหารค้างคืน ดื่มแอลกอฮอล,54,risk_opinion,stress|fermented_pickled|grilled_charred|reheated_leftover|alcohol,stress,เครียด | กินปลาร้า | ของปิ้งย่าฃ | อาหารค้างคืน | ดื่มแอลกอฮอล,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยง ได้แก่ ความเครียด การกินปลาร้า ของปิ้งย่าง อาหารค้างคืน และการดื่มแอลกอฮอล์,0.95,
c0432,"เค้าติดทุกอัน เพราะ
1= เครียด",29,risk_opinion,stress,stress,เครียด,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าตนเองมีพฤติกรรมเสี่ยงทุกข้อ โดยระบุถึงความเครียด,0.88,
c0433,โรคอ้วยด้วยดุ้ยดุ่ยกลุ่มเสีย่ง,30,risk_opinion,overweight,overweight,โรคอ้วย,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าโรคอ้วนเป็นกลุ่มเสี่ยงต่อการเกิดโรค โดยมีการใช้คำพิมพ์เล่นหรือคำสร้อย,0.82,
c0434,,290,personal_story,processed_meat|infection|raw_undercooked|fermented_pickled|strong_flavour,processed_meat,กินไส้กรอกชีท | ไวรัส h.pylori | ของสุกๆดิบๆ | ก้อย | ซอยจุ๊ | ยำกุ้งเต้น | แซลมอน | แจ่วปลาร้า | ติดกินแซ่บเกิน,friend,colorectal,screening_checkup,remission,คนรู้จักของผู้แสดงความคิดเห็นเพิ่งหายจากมะเร็งลำไส้โดยมีพฤติกรรมชอบกินไส้กรอกเป็นประจำ ส่วนตัวผู้แสดงความคิดเห็นเคยติดเชื้อ H. pylori จากพฤติกรรมชอบกินของสุกๆ ดิบๆ และรสจัด,0.92,
c0435,ไม่ตกใจหรอกครับ 1 ใน 3 ต้องมีคนเป็นมะเร็ง ต่อให้ดูแลสุขภาพดีแค่ไหน ก็ตาม,72,risk_opinion,none_mentioned,none_mentioned,,general,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นมองว่าเป็นเรื่องปกติที่ 1 ใน 3 ของคนจะต้องเป็นมะเร็ง แม้จะดูแลสุขภาพดีเพียงใดก็ตาม โดยไม่ได้ระบุพฤติกรรมเสี่ยงเฉพาะเจาะจง,0.85,
c0437,อ่านคอมเม้น อย่ากินไส้กรอกเยอะ,30,advice_info,processed_meat,processed_meat,กินไส้กรอกเยอะ,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นสรุปจากการอ่านคอมเมนต์อื่น ๆ และแนะนำว่าอย่ารับประทานไส้กรอกในปริมาณมาก,0.85,
c0438,"ทำงานเยอะ พักผ่อนน้อยวันละ 4-5 ชม
จะว่าทำงานตลอดเวลา จนนอน
ไม่สูบ ไม่ดื่ม",73,risk_opinion,overwork|poor_sleep,overwork,ทำงานเยอะ | พักผ่อนน้อยวันละ 4-5 ชม | ทำงานตลอดเวลา,self,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงจากการทำงานหนัก ทำงานตลอดเวลา และพักผ่อนน้อยเพียง 4-5 ชั่วโมงต่อวัน โดยระบุว่าตนเองไม่สูบบุหรี่และไม่ดื่มแอลกอฮอล์,0.85,
c0442,ภวินท์ สุขอยู่ มาอ่านคอมเม้น นอนน้อย พักผ่อนไม่เพียงพอ,54,risk_opinion,poor_sleep|overwork,poor_sleep,นอนน้อย | พักผ่อนไม่เพียงพอ,general,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นแท็กผู้อื่นและระบุพฤติกรรมเสี่ยงว่านอนน้อยและพักผ่อนไม่เพียงพอ,0.85,
c0443,[ชื่อ] [ชื่อ] อาหารแปรรูป ไส้กรอกสารพัด ความเครียด มาม่า,56,risk_opinion,processed_meat|stress,processed_meat,อาหารแปรรูป | ไส้กรอกสารพัด | ความเครียด | มาม่า,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุถึงอาหารแปรรูป ไส้กรอก ความเครียด และบะหมี่กึ่งสำเร็จรูป (มาม่า) ว่าเป็นพฤติกรรมเสี่ยง,0.95,
c0447,,744,personal_story,stress,stress,เครียดเพราะงาน | ความเครียด,self,breast,screening_checkup|sought_care_prompt|advice_to_others,remission,ผู้แสดงความคิดเห็นเล่าประสบการณ์ตรวจพบมะเร็งเต้านมตอนอายุ 31 ปี แม้จะดูแลสุขภาพ ออกกำลังกาย ไม่พบยีนมะเร็ง แต่มีเครียดจากงานบ้าง และแนะนำให้ตรวจสุขภาพสม่ำเสมอเพื่อรับการรักษาได้ทันท่วงที,0.88,
c0450,กินของเวฟใน 7-11 บ่อยมากค่ะ,27,risk_opinion,reheated_leftover,reheated_leftover,กินของเวฟใน 7-11 บ่อยมาก,self,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าตนเองกินอาหารอุ่นเวฟใน 7-11 บ่อยมาก ซึ่งเป็นพฤติกรรมเสี่ยงเกี่ยวกับอาหารค้างคืน/เข้าเวฟ,0.9,
c0451,[ชื่อ] นอนไวและหลีกเลี่ยงอาหารแปรรูป อาหารเวฟกันเถอะค่ะ,55,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นแนะนำและชวนให้ทุกคนนอนแต่หัวค่ำ รวมถึงหลีกเลี่ยงอาหารแปรรูปและอาหารเวฟ,0.85,
c0452,สูบwyสุขภาพเเขงแรง,18,risk_opinion,smoking,smoking,สูบwy,general,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุในเชิงประชดหรือล้อเลียนว่าสูบแล้วสุขภาพแข็งแรง โดยไม่ได้ระบุเคสหรือชนิดมะเร็ง,0.6,sarcasm_or_joke|ambiguous
c0455,,373,personal_story,unhealthy_diet_general|chemicals|poor_sleep|other_risk|genetic_family,poor_sleep,ไม่เลือกกิน | สารพิษ | ทำงานกลางคืนนอนนดึก | ภูมิคุ้มกันบกพร่องโดยกำเนิด | กรรมพันธุ์,self,unspecified,chemotherapy|radiotherapy,remission,ผู้โพสต์เล่าประสบการณ์ตนเองที่ป่วยเป็นมะเร็งระยะที่สาม ระบุพฤติกรรมทำงานกลางคืนนอนดึก ไม่เลือกกิน และแพทย์สรุปสาเหตุจากภูมิคุ้มกันบกพร่องและกรรมพันธุ์ โดยรักษาด้วยคีโมและรังสีจนฟื้นตัว,0.88,
c0456,กินน้ำน้อย,10,risk_opinion,other_risk,other_risk,กินน้ำน้อย,general,not_stated,none_mentioned,not_stated,ระบุว่าการกินน้ำน้อยหรือดื่มน้ำน้อยเป็นพฤติกรรมเสี่ยง,0.88,
c0457,[ชื่อ]เทอมาอ่านเบิ่ง เคียด นอนน้อย ปจด มาไม่ ตรง ไปตรวจสุขภาพร่างกายบ่,70,risk_opinion,stress|poor_sleep|other_risk,stress,เคียด | นอนน้อย | ปจด มาไม่ ตรง,friend,not_stated,advice_to_others,not_stated,ผู้โพสต์แท็กเพื่อนให้อ่านข้อมูล ระบุพฤติกรรมความเครียด นอนน้อย ประจำเดือนมาไม่ตรงเวลา และชวนให้ไปตรวจสุขภาพ,0.85,
c0458,แม่เราตอนนั้นอายุ 56 ปี ไม่กินนม ไม่กินขนมปัง ไม่ดื่มเหล้า ไม่สูบบุหรี่ ไม่กินใส้กรอก ไม่กินมาม่า ไม่กินปลากระป๋อง เป็นมะเร็งเต้านม,131,personal_story,none_mentioned,none_mentioned,,family,breast,none_mentioned,not_stated,แม่ของผู้แสดงความเห็นเป็นมะเร็งเต้านมตอนอายุ 56 ปี โดยระบุว่าไม่ได้มีพฤติกรรมเสี่ยง เช่น ไม่ดื่มเหล้า ไม่สูบบุหรี่ หรือกินอาหารแปรรูป,0.95,
